ระยอง
ภูเก็ต	TLH	0	133160.77	725	1287	22741
ภูเก็ต	PKC	0	79994.27	7915	718	22077
ภูเก็ต	KRN	0	146541.58	64	1117	20733
ภูเก็ต	PAT	0	186259.52	307	1335	12414
ภูเก็ต	PKD	0	0	0	0	0
ระนอง
ระนอง	RNB	0	129347.47	4	1472	41789
ระนอง	RNA	0	30917.463	2361	966	19260
สมุทรสงคราม
สมุทรสงคราม	SSA	0	141314.61	194	1279	31868
